event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
12767723,TRUE,2000/12/30 0:02,16.602363,2.641596,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767724,TRUE,2000/12/30 3:02,16.606576,2.636821,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767725,TRUE,2000/12/30 6:02,16.60713,2.634457,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767726,TRUE,2000/12/30 9:03,16.619095,2.627876,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767727,TRUE,2000/12/30 15:02,16.627339,2.6301,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767728,TRUE,2000/12/30 18:02,16.628498,2.628593,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767729,TRUE,2000/12/30 21:02,16.628984,2.628279,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767730,TRUE,2000/12/31 0:01,16.628952,2.628342,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767731,TRUE,2000/12/31 3:02,16.628004,2.628794,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767732,TRUE,2000/12/31 6:01,16.628114,2.628864,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767733,TRUE,2000/12/31 9:03,16.629218,2.620232,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767734,TRUE,2000/12/31 12:02,16.626473,2.622313,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767735,TRUE,2000/12/31 18:02,16.613337,2.641256,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767736,TRUE,2000/12/31 21:01,16.573503,2.657235,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
